emp_no,first_name,last_name,dept_name,title,from_date,to_date,salary
214753,Stafford,dAstous,Development,Senior Engineer,2002-04-22,9999-01-01,40000
481526,Shim,Stemann,Production,Senior Engineer,2002-04-22,9999-01-01,40000
228285,Weiwu,Pollock,Quality Management,Senior Engineer,2002-04-21,9999-01-01,40000
244654,Suzette,Katiyar,Development,Senior Engineer,2002-04-21,9999-01-01,55724
263061,Xiaobin,Jenevein,Sales,Senior Staff,2002-04-21,9999-01-01,65580
297639,Serenella,Auyong,Production,Senior Engineer,2002-04-21,9999-01-01,48298
413911,Siamak,Karlin,Development,Senior Engineer,2002-04-21,9999-01-01,65383
424205,Paris,Shumilov,Production,Senior Engineer,2002-04-21,9999-01-01,40000
212742,Gal,Melter,Finance,Senior Staff,2002-04-20,9999-01-01,69846
72400,Charmane,Merel,Human Resources,Senior Staff,2002-04-19,9999-01-01,40000
292464,Gennady,Choobineh,Development,Senior Engineer,2002-04-19,9999-01-01,40000
424250,Suzette,Wendorf,Finance,Senior Staff,2002-04-19,9999-01-01,63665
19422,Florian,Budinsky,Quality Management,Senior Engineer,2002-04-18,9999-01-01,48435
456361,Bouchung,Georgatos,Development,Senior Engineer,2002-04-18,9999-01-01,40000
267012,Armond,Lodder,Production,Senior Engineer,2002-04-17,9999-01-01,49569
435126,Zeydy,Bernardeschi,Research,Senior Staff,2002-04-17,9999-01-01,41687
19493,Caolyn,Tramer,Production,Senior Engineer,2002-04-16,9999-01-01,59120
86674,Fumiya,Candan,Research,Senior Staff,2002-04-16,9999-01-01,40000
98766,Gretta,Buchter,Development,Senior Engineer,2002-04-16,9999-01-01,69215
410029,Martins,Lung,Development,Senior Engineer,2002-04-16,9999-01-01,63720
410798,Fumiyo,Plumb,Production,Senior Engineer,2002-04-16,9999-01-01,51953
105886,Stafford,Mitchem,Sales,Senior Staff,2002-04-15,9999-01-01,79210
202677,LiMin,Decaestecker,Production,Senior Engineer,2002-04-15,9999-01-01,40000
259726,Houman,Cyne,Quality Management,Senior Engineer,2002-04-15,9999-01-01,40000
439518,Kenroku,Homond,Development,Senior Engineer,2002-04-15,9999-01-01,40000
239287,Mario,Katiyar,Quality Management,Senior Engineer,2002-04-14,9999-01-01,48533
401593,Susanna,Seiwald,Research,Senior Staff,2002-04-14,9999-01-01,65315
438267,Malu,Sichman,Finance,Senior Staff,2002-04-14,9999-01-01,44058
474388,Shooichi,Bach,Marketing,Senior Staff,2002-04-14,9999-01-01,64476
104941,Yonghong,Schaap,Development,Senior Engineer,2002-04-13,9999-01-01,43708
216138,Giordano,Shanbhogue,Production,Senior Engineer,2002-04-13,9999-01-01,40000
443823,Chaitali,Axelband,Human Resources,Senior Staff,2002-04-13,9999-01-01,54033
481502,Bikash,Fordan,Development,Senior Engineer,2002-04-13,9999-01-01,40000
266708,Nahid,Ariola,Development,Senior Engineer,2002-04-12,9999-01-01,40000
440010,King,Lamma,Development,Senior Engineer,2002-04-12,9999-01-01,40000
444370,Masanao,Genin,Marketing,Senior Staff,2002-04-12,9999-01-01,40000
268436,Phuoc,Onuegbe,Development,Senior Engineer,2002-04-11,9999-01-01,40000
287646,Otilia,Etalle,Production,Senior Engineer,2002-04-11,9999-01-01,40000
440400,Vasiliy,Karlin,Sales,Senior Staff,2002-04-11,9999-01-01,73947
212042,Sigeru,Brizzi,Research,Senior Staff,2002-04-09,9999-01-01,46054
39323,Zita,Ratnaker,Development,Senior Engineer,2002-04-08,9999-01-01,53506
262566,Rafols,Ladret,Production,Senior Engineer,2002-04-08,9999-01-01,40000
292712,Gro,Leuchs,Customer Service,Senior Engineer,2002-04-08,9999-01-01,55328
487849,Sanjiv,Perna,Research,Senior Engineer,2002-04-08,9999-01-01,47070
71545,Denny,Nittel,Customer Service,Senior Staff,2002-04-06,9999-01-01,47637
218592,Shalesh,McDermid,Sales,Senior Staff,2002-04-06,9999-01-01,67463
431731,Jianhao,Ermel,Development,Engineer,2002-04-05,9999-01-01,54343
469145,Berhard,Szilard,Customer Service,Senior Staff,2002-04-05,9999-01-01,40000
245969,Akhilish,Kushner,Sales,Senior Staff,2002-04-04,9999-01-01,72956
36877,Shahaf,Ranst,Sales,Senior Staff,2002-04-02,9999-01-01,63066
203376,Rajmohan,Curless,Development,Senior Staff,2002-04-02,9999-01-01,40000
243592,Radhia,Frolund,Sales,Senior Staff,2002-04-02,9999-01-01,59404
251971,Harjit,Demke,Development,Senior Engineer,2002-04-02,9999-01-01,64062
452093,Fun,Menhoudj,Development,Senior Engineer,2002-04-02,9999-01-01,58624
264848,Gino,Fandrianto,Production,Senior Engineer,2002-04-01,9999-01-01,46133
457054,Pascal,Litecky,Production,Senior Engineer,2002-03-31,9999-01-01,40000
487986,Jackson,Geffroy,Research,Senior Staff,2002-03-31,9999-01-01,86827
21432,Kerhong,Weisert,Sales,Senior Staff,2002-03-30,9999-01-01,45799
279105,Shuichi,Litecky,Quality Management,Senior Engineer,2002-03-30,9999-01-01,40000
41173,Maren,Aseltine,Development,Senior Engineer,2002-03-29,9999-01-01,42081
53162,Marke,Bamford,Quality Management,Senior Engineer,2002-03-29,9999-01-01,47988
261136,Vishv,Joslin,Sales,Senior Staff,2002-03-29,9999-01-01,103702
467970,Utz,Kuzuoka,Sales,Senior Staff,2002-03-29,9999-01-01,63653
46440,Pranav,Rosay,Production,Engineer,2002-03-28,9999-01-01,53108
210509,Shichao,Braunschweig,Human Resources,Senior Staff,2002-03-28,9999-01-01,40000
287247,Temple,Michaeli,Development,Senior Engineer,2002-03-28,9999-01-01,40000
24207,Frazer,Rodham,Production,Engineer,2002-03-27,9999-01-01,40389
23151,Ortrun,Lunt,Development,Senior Engineer,2002-03-26,9999-01-01,91783
33183,Haldun,Veldwijk,Production,Senior Engineer,2002-03-26,9999-01-01,48354
443747,Sorina,Genther,Marketing,Senior Staff,2002-03-26,9999-01-01,62440
28782,Marl,Yemenis,Production,Engineer,2002-03-25,9999-01-01,48475
38267,Abdelghani,Armand,Development,Senior Engineer,2002-03-25,9999-01-01,53738
221850,Mitsuyuki,Ritzmann,Development,Engineer,2002-03-25,9999-01-01,40000
223314,Tamiya,Rahier,Research,Senior Staff,2002-03-25,9999-01-01,49113
231702,Sahrah,Vieri,Sales,Senior Staff,2002-03-25,9999-01-01,56117
273718,Padma,Nitto,Production,Senior Engineer,2002-03-25,9999-01-01,66725
462510,Kshitij,Barvinok,Development,Senior Engineer,2002-03-25,9999-01-01,40000
489381,Elzbieta,VanScheik,Development,Senior Engineer,2002-03-25,9999-01-01,44966
97670,Flemming,Yurek,Finance,Senior Staff,2002-03-24,9999-01-01,58582
256969,Kazuhisa,Keohane,Development,Senior Engineer,2002-03-24,9999-01-01,45605
264670,Dinkar,Ferretti,Research,Senior Staff,2002-03-24,9999-01-01,47463
299256,Lucien,Maraist,Quality Management,Senior Engineer,2002-03-24,9999-01-01,40000
71458,Kazuhiro,Welham,Quality Management,Senior Engineer,2002-03-23,9999-01-01,40000
263920,Pintsang,Gecsel,Marketing,Senior Staff,2002-03-23,9999-01-01,60182
284530,Almudena,Borstler,Development,Senior Engineer,2002-03-23,9999-01-01,47670
297423,Nirmal,Luca,Quality Management,Senior Engineer,2002-03-23,9999-01-01,40000
48503,Pranas,Gammage,Development,Engineer,2002-03-21,9999-01-01,68225
244836,Tianruo,Cairo,Development,Senior Engineer,2002-03-21,9999-01-01,47409
428889,Perry,Brizzi,Production,Engineer,2002-03-21,9999-01-01,40000
462875,Francoise,Picaronny,Development,Senior Engineer,2002-03-21,9999-01-01,55193
50707,Uno,Coney,Production,Senior Engineer,2002-03-20,9999-01-01,46266
405123,Zeljko,Walstra,Sales,Senior Staff,2002-03-20,9999-01-01,48381
411794,Amabile,Kakkar,Customer Service,Senior Staff,2002-03-20,9999-01-01,40000
25004,Youpyo,Schurmann,Development,Senior Engineer,2002-03-19,9999-01-01,58960
72087,Teiji,Chartres,Development,Senior Engineer,2002-03-19,9999-01-01,40000
82683,Pantung,Dayang,Research,Senior Staff,2002-03-19,9999-01-01,45702
260790,Niteen,Perfilyeva,Development,Senior Engineer,2002-03-19,9999-01-01,40000
274090,Franziska,Peng,Finance,Senior Staff,2002-03-19,9999-01-01,47080
36043,Fai,Rubsam,Finance,Senior Staff,2002-03-18,9999-01-01,90719
286634,Halsur,Underwood,Finance,Senior Staff,2002-03-18,9999-01-01,62280
439072,Snehasis,Kavanagh,Sales,Senior Staff,2002-03-18,9999-01-01,73853
458054,Yagil,Benaini,Development,Senior Engineer,2002-03-18,9999-01-01,40000
54932,Kamakshi,Munoz,Sales,Senior Staff,2002-03-17,9999-01-01,61454
221351,Odoardo,Chepyzhov,Sales,Senior Staff,2002-03-17,9999-01-01,88868
474474,Kazuhira,Lammel,Sales,Senior Staff,2002-03-17,9999-01-01,71395
17834,Zhilian,Fiutem,Development,Senior Engineer,2002-03-16,9999-01-01,40000
21361,Shooichi,Lally,Sales,Senior Staff,2002-03-16,9999-01-01,84832
36491,Margareta,Luon,Development,Senior Engineer,2002-03-16,9999-01-01,52847
202937,Heejo,Schlegelmilch,Sales,Senior Staff,2002-03-16,9999-01-01,85624
238053,Lein,Baca,Sales,Senior Staff,2002-03-16,9999-01-01,92059
277892,Pintsang,Heyers,Production,Senior Engineer,2002-03-16,9999-01-01,47112
282834,Bodo,Reeken,Customer Service,Senior Staff,2002-03-16,9999-01-01,55968
401179,Conrado,Kalloufi,Sales,Senior Staff,2002-03-16,9999-01-01,55543
409374,Vesna,Gischer,Quality Management,Senior Engineer,2002-03-16,9999-01-01,40000
273477,Shaowen,Validov,Development,Senior Engineer,2002-03-15,9999-01-01,63003
21646,Gila,Guardalben,Quality Management,Senior Engineer,2002-03-14,9999-01-01,41370
32001,Mari,Attimonelli,Sales,Senior Staff,2002-03-14,9999-01-01,69437
38922,Xiaobin,Sewelson,Human Resources,Senior Staff,2002-03-14,9999-01-01,40000
218522,Ulises,Verhaegen,Customer Service,Senior Staff,2002-03-14,9999-01-01,44277
239955,Pantung,Gihr,Customer Service,Senior Staff,2002-03-14,9999-01-01,56387
234208,Yucai,Horswill,Marketing,Senior Staff,2002-03-13,9999-01-01,52120
291756,Randi,Braunmuhl,Development,Senior Engineer,2002-03-13,9999-01-01,40000
481313,Cullen,Rodier,Research,Senior Staff,2002-03-13,9999-01-01,43078
427426,Vasilii,Dulin,Finance,Senior Staff,2002-03-12,9999-01-01,64667
424447,Irene,Miake,Sales,Senior Staff,2002-03-11,9999-01-01,89547
65595,Kasidit,Fujisaki,Development,Senior Engineer,2002-03-10,9999-01-01,51388
66851,Mona,Lyonns,Development,Senior Engineer,2002-03-10,9999-01-01,48823
104911,Sanjai,Kruskal,Marketing,Senior Staff,2002-03-10,9999-01-01,40000
404470,Chikara,Schrift,Development,Senior Engineer,2002-03-10,9999-01-01,40000
80801,Bluma,Ambroszkiewicz,Sales,Senior Staff,2002-03-09,9999-01-01,71885
233878,Shigenori,Vanwelkenhuysen,Marketing,Senior Staff,2002-03-09,9999-01-01,57605
410359,Elgin,Lowrie,Production,Senior Engineer,2002-03-09,9999-01-01,40000
265681,Marsal,Atrawala,Sales,Senior Staff,2002-03-08,9999-01-01,90646
288896,Uinam,Uludag,Quality Management,Senior Engineer,2002-03-08,9999-01-01,44197
473076,Shaowei,Chelton,Development,Senior Engineer,2002-03-08,9999-01-01,65285
49900,Ramzi,Schonegge,Customer Service,Senior Staff,2002-03-07,9999-01-01,40000
275466,Danco,Puoti,Development,Senior Engineer,2002-03-07,9999-01-01,54370
400571,Stafford,Iacovou,Human Resources,Senior Staff,2002-03-07,9999-01-01,40000
250886,Kagan,Busillo,Sales,Senior Staff,2002-03-06,9999-01-01,64747
44042,Susuma,Ladret,Sales,Senior Staff,2002-03-04,9999-01-01,64759
71791,Bedrich,Lalonde,Quality Management,Senior Engineer,2002-03-04,9999-01-01,47195
202310,Krister,Perko,Sales,Senior Staff,2002-03-04,9999-01-01,79767
228685,Peer,Zolotykh,Sales,Senior Staff,2002-03-04,9999-01-01,43672
27325,Kauko,Baer,Production,Senior Engineer,2002-03-03,9999-01-01,40000
36173,Rance,Takkinen,Production,Senior Engineer,2002-03-03,9999-01-01,57002
102068,Zhilian,Bergere,Research,Senior Staff,2002-03-03,9999-01-01,67377
297332,Gita,Lorie,Quality Management,Engineer,2002-03-03,9999-01-01,40000
230895,Godehard,Parhami,Production,Senior Engineer,2002-03-02,9999-01-01,68058
277296,Xiaoshan,Randi,Production,Senior Engineer,2002-03-02,9999-01-01,74172
465199,Wojceich,Plotkin,Development,Senior Engineer,2002-03-02,9999-01-01,61761
93164,Frazer,Ruemmler,Marketing,Senior Staff,2002-03-01,9999-01-01,52877
101898,Mang,Schwartzbauer,Production,Senior Engineer,2002-03-01,9999-01-01,56898
103164,Valeska,Chiola,Marketing,Senior Staff,2002-03-01,9999-01-01,66173
257103,Rildo,Fabrizio,Marketing,Senior Staff,2002-03-01,9999-01-01,40000
261317,Chenxi,Prenel,Production,Senior Engineer,2002-03-01,9999-01-01,42955
498240,Cheong,Falster,Development,Senior Engineer,2002-03-01,9999-01-01,40000
79442,Yannis,McClurg,Sales,Senior Staff,2002-02-28,9999-01-01,91919
240675,Karoline,Uchoa,Production,Senior Staff,2002-02-28,9999-01-01,43072
73559,Masamitsu,Murrill,Customer Service,Senior Staff,2002-02-27,9999-01-01,40000
273276,Maya,Makrucki,Production,Senior Engineer,2002-02-27,9999-01-01,40000
411715,Ranga,Pileggi,Production,Senior Engineer,2002-02-27,9999-01-01,51856
81755,Peer,Beeson,Development,Senior Staff,2002-02-26,9999-01-01,40000
239648,Fun,Birsak,Finance,Senior Staff,2002-02-26,9999-01-01,81152
497023,Jamaludin,Nooteboom,Sales,Senior Staff,2002-02-26,9999-01-01,85134
36223,Fuqing,Cooley,Production,Senior Engineer,2002-02-25,9999-01-01,42949
248019,Adel,McDermid,Human Resources,Senior Staff,2002-02-25,9999-01-01,44341
408613,Mart,Angelov,Development,Senior Engineer,2002-02-25,9999-01-01,41770
490929,Mingdong,Byoun,Research,Senior Staff,2002-02-25,9999-01-01,55175
23561,Jingling,Zizka,Production,Senior Engineer,2002-02-24,9999-01-01,48337
276683,Jingling,Shackel,Development,Senior Engineer,2002-02-24,9999-01-01,40000
482878,Chikara,Denti,Sales,Senior Staff,2002-02-24,9999-01-01,83187
454218,Mokhtar,Ducloy,Production,Senior Engineer,2002-02-23,9999-01-01,52460
105766,Boutros,Callaway,Sales,Senior Staff,2002-02-22,9999-01-01,40239
294773,Constantino,Sanella,Development,Senior Engineer,2002-02-22,9999-01-01,51332
298704,Cedric,Bach,Sales,Senior Staff,2002-02-22,9999-01-01,83923
489972,Sivanarayana,Selenyi,Quality Management,Senior Engineer,2002-02-22,9999-01-01,40000
414188,Taizo,Juneja,Sales,Senior Staff,2002-02-21,9999-01-01,76646
29468,Ramya,Bojadziev,Research,Senior Staff,2002-02-20,9999-01-01,40000
242678,Tokuyasu,Beausoleil,Quality Management,Senior Engineer,2002-02-20,9999-01-01,59693
279226,Isaac,Gopalakrishnan,Sales,Senior Staff,2002-02-20,9999-01-01,43025
411024,Bowen,Syrzycki,Sales,Senior Staff,2002-02-20,9999-01-01,61803
480192,Dhritiman,Onuegbe,Sales,Senior Staff,2002-02-20,9999-01-01,72095
499453,Alper,Peck,Marketing,Senior Staff,2002-02-20,9999-01-01,65622
56476,Danae,Chiola,Development,Senior Engineer,2002-02-19,9999-01-01,40000
219994,Akemi,Broomell,Sales,Senior Staff,2002-02-19,9999-01-01,85955
267228,Van,Crouzet,Production,Engineer,2002-02-19,9999-01-01,55262
465581,Kiyomitsu,Highland,Development,Senior Engineer,2002-02-19,9999-01-01,40000
269802,Gregory,Tiemann,Sales,Senior Staff,2002-02-18,9999-01-01,63368
291719,Volkmar,Schade,Production,Senior Engineer,2002-02-18,9999-01-01,45088
454830,Ottavia,Dehkordi,Production,Senior Engineer,2002-02-17,9999-01-01,71879
497493,Phuoc,Chandrasekhar,Marketing,Senior Staff,2002-02-17,9999-01-01,54057
25255,Heng,Erdi,Marketing,Senior Staff,2002-02-16,9999-01-01,84701
455430,Miyeon,Melichar,Human Resources,Senior Staff,2002-02-16,9999-01-01,40000
492777,Demin,Mapelli,Quality Management,Engineer,2002-02-16,9999-01-01,40000
33248,Lucian,Cronin,Production,Senior Engineer,2002-02-15,9999-01-01,40376
433656,Pragnesh,Silva,Quality Management,Senior Engineer,2002-02-15,9999-01-01,40000
49174,Giri,Pollock,Finance,Senior Staff,2002-02-14,9999-01-01,45721
100574,Lucien,Bennet,Marketing,Senior Staff,2002-02-14,9999-01-01,83065
261451,Randi,Gide,Sales,Senior Staff,2002-02-14,9999-01-01,69345
282392,Wonhee,Hooghiemstra,Production,Senior Engineer,2002-02-14,9999-01-01,40000
290738,Ioana,Beerel,Finance,Senior Staff,2002-02-14,9999-01-01,76418
405489,Weidon,Merks,Development,Senior Engineer,2002-02-14,9999-01-01,40000
253359,Gadiel,Terwilliger,Production,Senior Engineer,2002-02-13,9999-01-01,41721
422587,Mohit,Speek,Development,Senior Engineer,2002-02-13,9999-01-01,40000
11872,Cheong,Riexinger,Marketing,Senior Staff,2002-02-12,9999-01-01,43159
50006,Charmane,Yeung,Development,Senior Engineer,2002-02-12,9999-01-01,43309
420874,Jinya,Hiyoshi,Sales,Senior Staff,2002-02-12,9999-01-01,69928
74699,Moon,Rotem,Development,Senior Engineer,2002-02-11,9999-01-01,40000
218998,Kristian,Hennebert,Development,Senior Engineer,2002-02-11,9999-01-01,53486
258457,True,Gihr,Human Resources,Senior Staff,2002-02-11,9999-01-01,80523
286683,Katsuyuki,Decaestecker,Human Resources,Senior Staff,2002-02-11,9999-01-01,60121
440076,Hailing,Schiettecatte,Production,Engineer,2002-02-11,9999-01-01,40000
99013,Tsz,Cools,Development,Senior Engineer,2002-02-09,9999-01-01,46808
481228,Vishv,Cochrane,Marketing,Senior Staff,2002-02-09,9999-01-01,52131
104467,Anoosh,Panwar,Production,Senior Engineer,2002-02-08,9999-01-01,40000
279642,Feipei,Besancenot,Development,Engineer,2002-02-08,9999-01-01,53904
59391,Qunsheng,Plessier,Production,Senior Engineer,2002-02-07,9999-01-01,40000
205359,Serge,Bresenham,Customer Service,Senior Staff,2002-02-07,9999-01-01,40000
280512,Sumant,Trelles,Sales,Senior Staff,2002-02-07,9999-01-01,79264
35776,Martien,Fujisaki,Production,Senior Engineer,2002-02-06,9999-01-01,53730
37751,Jacopo,DuBourdieux,Sales,Senior Staff,2002-02-06,9999-01-01,59872
69555,Golgen,Sabnani,Marketing,Senior Staff,2002-02-06,9999-01-01,74734
15943,Yakkov,Demke,Quality Management,Senior Engineer,2002-02-05,9999-01-01,40000
19674,Mart,Varley,Customer Service,Senior Staff,2002-02-05,9999-01-01,40000
49235,Heather,Shiratori,Development,Senior Engineer,2002-02-05,9999-01-01,43880
205297,Aral,Weedon,Quality Management,Senior Engineer,2002-02-05,9999-01-01,40000
216102,Baziley,Vingron,Sales,Senior Staff,2002-02-05,9999-01-01,58493
463260,Masako,Muntz,Production,Senior Engineer,2002-02-05,9999-01-01,56233
67845,Xuejun,Back,Sales,Senior Staff,2002-02-04,9999-01-01,70932
76760,Adib,Bale,Production,Engineer,2002-02-04,9999-01-01,48303
289232,Miyeon,Simmen,Finance,Senior Staff,2002-02-04,9999-01-01,63640
83210,Seongbae,Zockler,Production,Senior Engineer,2002-02-03,9999-01-01,43418
400872,Oguz,Lueh,Marketing,Senior Staff,2002-02-03,9999-01-01,79091
461608,Matk,Brendel,Production,Senior Engineer,2002-02-03,9999-01-01,51047
28149,Sandeepan,Gulik,Production,Senior Engineer,2002-02-02,9999-01-01,40000
74233,Zvonko,Spell,Development,Senior Engineer,2002-02-02,9999-01-01,40000
107800,Goncalo,Stenning,Development,Senior Engineer,2002-02-02,9999-01-01,66719
220868,Christoph,Lovengreen,Sales,Senior Staff,2002-02-02,9999-01-01,67650
213101,Sajjad,Benveniste,Production,Senior Staff,2002-02-01,9999-01-01,42562
247634,Shiv,Axelband,Development,Engineer,2002-02-01,9999-01-01,40000
480823,Ulf,Baig,Development,Senior Engineer,2002-02-01,9999-01-01,53446
489674,Maja,Tramer,Production,Senior Engineer,2002-02-01,9999-01-01,40000
75915,Luisa,Maierhofer,Development,Senior Engineer,2002-01-31,9999-01-01,40000
419000,Subhada,Sluis,Marketing,Senior Staff,2002-01-31,9999-01-01,92761
18382,Remko,Mattern,Development,Senior Engineer,2002-01-30,9999-01-01,57540
83194,Vidar,Bridgland,Sales,Senior Staff,2002-01-30,9999-01-01,69724
240062,Lucian,Maquelin,Production,Senior Engineer,2002-01-30,9999-01-01,67436
445715,Shooichi,Schurmann,Sales,Senior Staff,2002-01-30,9999-01-01,82010
248996,Basim,Sewelson,Human Resources,Senior Staff,2002-01-29,9999-01-01,40000
272691,Nectarios,Usery,Research,Senior Staff,2002-01-29,9999-01-01,55747
411928,JiYoung,Bain,Finance,Senior Staff,2002-01-29,9999-01-01,40000
471250,Sivanarayana,Ferretti,Human Resources,Senior Staff,2002-01-29,9999-01-01,44656
27756,Stevo,Suwa,Sales,Senior Staff,2002-01-28,9999-01-01,67919
47137,Valter,Marchegay,Sales,Senior Staff,2002-01-28,9999-01-01,92421
265020,Jiafu,Setia,Human Resources,Senior Staff,2002-01-28,9999-01-01,40000
296171,Pradeep,Munke,Human Resources,Senior Staff,2002-01-28,9999-01-01,58828
420770,Candido,Pietrzykowski,Research,Senior Staff,2002-01-28,9999-01-01,40165
88997,Leif,Giveon,Development,Senior Engineer,2002-01-27,9999-01-01,45419
232289,Fun,Farrag,Production,Senior Engineer,2002-01-27,9999-01-01,66678
297405,Susanna,Eterovic,Development,Senior Engineer,2002-01-27,9999-01-01,40000
298020,Yuguang,Oxman,Customer Service,Senior Staff,2002-01-27,9999-01-01,52443
432167,Peternela,Talmon,Development,Senior Engineer,2002-01-27,9999-01-01,40000
43776,Xuedong,Feldhoffer,Marketing,Senior Staff,2002-01-26,9999-01-01,44288
59899,Toong,Schueller,Development,Engineer,2002-01-26,9999-01-01,66788
201014,Geoff,Siprelle,Marketing,Senior Staff,2002-01-26,9999-01-01,54629
207208,Susanne,Shackel,Development,Senior Engineer,2002-01-26,9999-01-01,40000
